"Probe Name","liver conv 1","liver conv 2","liver conv 3","liver conv 4","liver cef 1","liver cef 2","liver cef 3","liver cef 4","liver cdi 1","liver cdi 2","liver cdi 3","liver cdi 4","ileum conv 1","ileum conv 2","ileum conv 3","ileum conv 4","ileum cef 1","ileum cef 2","ileum cef 3","ileum cef 4","ileum cdi 1","ileum cdi 2","ileum cdi 3","ileum cdi 4","cecum conv 1","cecum conv 2","cecum conv 3","cecum conv 4","cecum cef 1","cecum cef 2","cecum cef 3","cecum cef 4","cecum cdi 1","cecum cdi 2","cecum cdi 3","cecum cdi 4"
"Flt1",177.35,173.62,147.26,154.92,162.57,209.15,192.16,170.76,196.4,207.51,193.94,149.11,132.11,90.57,116.34,105.02,74.61,86.13,140.47,150.95,127.76,100.42,112.54,111.85,44.23,68.33,77.61,32.03,50.94,23.53,56.11,53.33,31,36.61,21.24,29.58
"Flt4",563.53,338.18,456.62,541.57,480.25,522.92,483.93,537.6,525.41,627.16,607.04,562.53,109.95,156.12,130.39,134.25,113.62,182.45,143.38,146.5,176.41,156.92,135.67,151.59,130.31,130.59,135.84,86.18,122.28,107.01,173.13,160.59,87.11,126.81,114.81,89.34
"Fn1",12734.29,12483.86,13209.41,13292.12,15348.62,16520.86,14081.3,13756.79,17844.15,20850.93,18332.26,22909.37,773.85,866.09,769.99,966.28,890.99,1928.77,1030.97,1242.57,1480.86,1071.89,1999.25,1243.48,1387.33,2046.39,2282.87,1560.54,1077.43,1035.42,3849.68,3514.51,1107.74,1477.69,1560.38,1659.3
"Fnip2",233.08,191.68,210.67,386.91,260.32,294.35,175.33,238.14,391.12,235.02,272.74,199.88,61.59,88.02,72.54,72.14,56.07,68.39,41.41,66.46,52.75,74.9,90.35,85.7,194.71,186.7,215.55,295.34,111.18,245.45,278.18,248.24,126.65,98.49,146.35,146.74
"Foxp3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,17.24,2.42,4.17,7.14,5.61,1,9.26,3.34,1,1.11,6.13,1.09,7.11,1.05,29.12,6.06,4.16,1,2.59,3.17,1.14,3.07,1.61,6.72,9.15,7.91
"Fpr1",49.95,27.12,33.89,59.6,15.96,30.45,68.72,32.26,50.92,65.33,67.38,23.39,1.01,1,1,1,1,2.49,1,1.11,1.01,3.82,7.11,1.05,8.09,1,9.54,1,1,1,4.95,1.23,4.29,4.1,2.32,3.22
"Frs2",268.92,193.69,212.59,239.44,207,202.92,188.42,213.81,214.31,212.09,241.7,170.87,228.83,266.79,247.73,273.07,209.21,240.74,252.14,314.36,236.21,312.76,246.65,291.74,274.87,316.7,314.98,286.93,226.91,192.52,264.02,269.69,181.69,176.63,186.3,185.99
"Fst",22.08,21.1,26.21,63.2,15.96,30.45,18.22,58.46,15.11,5.7,48.28,20.97,49.5,84.61,61.8,100.46,127.28,232.3,223.98,147.61,102.42,122.29,109.77,212.25,119.14,255.8,144.79,143.14,150.81,123.97,216.67,181.43,95.66,165.61,105.88,106.91
"Furin",6083.57,6007.64,5844.42,6391.72,6855.9,6692.27,6394.21,6328.36,7320.41,6763.78,6163.64,5086.06,2178.2,1837.42,1759.96,1807.45,1844.9,1389.75,1269.86,1909.55,1637.96,1842.87,1873.47,1716.22,1081.13,1343.02,1468.67,1339.25,1391.32,1079.53,1128.33,1148.01,1044.15,843.68,1150.89,1032.48
"Fzd2",8.14,13.07,6.99,1.8,2.63,2.08,8.87,1.87,2.24,2.29,2.39,16.13,79.73,88.87,42.79,85.84,74.61,119.93,76.37,52.01,87.21,96.78,74.63,98.25,87.6,100.49,201.22,92.72,65.21,52.03,121.43,142.82,36.35,50.77,56.46,48.91
"Fzd5",1.99,2.01,1.92,1.8,22.62,2.08,1.87,6.06,2.24,2.29,2.39,2.42,191.55,203.79,174.18,202.75,175.07,220.47,260.88,249.88,186.54,202.49,202.26,270.82,65.26,103.22,113.44,133.8,144.47,84.61,75.71,95.62,59.33,58.63,62.77,55.94
"GPBAR1",41.98,33.14,30.05,43.42,42.61,57.46,33.18,43.49,44.21,65.33,57.83,54.82,42.45,36.09,33.7,25.56,34.62,50.65,21.99,26.44,34.51,30.25,30.23,31.32,19.92,17.7,31.04,17.09,28.75,18.1,31.08,12.88,19.78,10.91,21.77,17.87
"Gab1",213.18,193.69,202.98,196.28,215.89,217.46,195.9,225.04,263.55,196.04,241.7,178.12,465.57,377.45,305.57,436.56,409.16,481.53,406.55,418.85,521.02,445.81,491.73,562.62,289.99,331.75,391.12,376.57,339.47,281.42,322.81,318.73,167.8,169.81,187.35,182.48
"Gas1",390.34,390.36,404.74,572.14,558,481.36,377.33,503.91,617.17,388.67,542.57,506.93,347.7,271.04,216.33,354.36,348.68,513.63,110.36,158.73,296.01,260.81,316.94,236.31,592.25,513.07,1122.02,642.69,359.28,231.2,358.18,256.82,119.17,218.58,207.33,193.61
"Gata3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1.18,8.09,1.82,1,11.79,1.6,5.32,1.01,3.82,1,3.08,17.95,1,7.75,2.15,4.17,13.35,3.86,15.33,8.56,7.24,8.63,4.39
"Gbp3",49.95,17.08,35.82,30.83,20.4,20.06,20.09,50.98,62.11,28.64,60.22,23.39,23.31,64.18,90.72,82.19,22.91,73.46,46.27,63.13,45.66,43.01,45.95,49.1,68.55,35.49,37.31,26.42,34.29,51.36,30.53,43.52,30.47,33.46,50.68,31.34
"Gbp5",113.65,41.16,58.87,81.18,73.71,107.33,130.44,84.67,91.21,141,150.96,149.11,37.42,63.33,70.89,74.88,40.47,56.56,51.12,56.46,48.7,43.01,50.58,60.6,77.74,26.59,54.32,32.03,12.1,28.28,35.43,42.3,35.81,48.67,44.9,41.3
"Gcnt1",1.99,2.01,1.92,1.8,9.29,2.08,3.26,1.87,2.24,10.29,2.39,2.42,17.27,39.49,56.02,35.61,91.19,70.08,18.11,29.78,30.45,9.29,93.12,13.54,251.22,38.22,65.07,78.71,69.17,88.68,29.99,60.69,10.7,20.35,70.66,30.17
"Gli1",65.87,61.23,91.54,93.77,78.16,88.63,94.9,82.79,86.73,76.79,86.49,23.39,66.63,57.37,67.58,84.93,66.8,92.89,115.22,84.25,91.27,87.66,90.35,106.62,73.15,70.38,145.69,103.92,54.9,51.36,119.79,117.69,50.78,66.5,61.19,51.84
"Gli2",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,26.72,8.09,4.56,10.23,14.32,17.14,5.32,5.12,12.02,11.74,35.5,25.83,27.96,39.99,14.29,16.86,9.96,33.25,42.91,6.42,11.96,17.56,6.74
"Gli3",89.76,59.23,39.66,75.79,40.39,63.7,68.72,67.82,57.64,81.38,93.65,42.73,44.47,55.67,61.8,45.66,55.1,62.48,46.27,54.23,53.77,57.59,56.13,58.51,102.06,94.33,104.49,72.18,62.04,47.28,87.68,72.33,30.47,50.24,38.59,51.26
"Glp1r",1.99,3.03,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,2.04,5.61,1,1,1,2.57,1.11,1.01,2,1,1.05,1,1,1,1,3.38,1,2.77,1,1.61,3.05,1,1.46
"Gnb4",1.99,2.01,1.92,2.06,2.22,2.08,1.87,1.87,2.24,2.29,10.07,2.42,8.2,22.47,22.96,28.3,16.08,34.6,8.4,1.11,10.18,15.67,24.68,29.23,31.09,21.8,29.24,12.42,20.03,17.42,27.81,3.07,10.7,24.02,15.46,17.28
"Gng2",26.06,13.07,16.6,14.64,20.4,13.83,14.48,6.06,35.26,8,5.3,2.42,68.65,121.22,131.21,146.12,59,121.62,66.66,59.79,92.28,87.66,113.47,65.83,261.07,147.01,128.67,120.73,104.05,90.72,99.66,109.11,43.83,52.34,82.75,71.76
"Gnptab",89.76,93.34,97.3,106.36,67.05,61.62,38.79,71.57,91.21,83.67,96.04,76.58,278.19,279.56,256.82,286.77,171.17,234.83,351.19,413.29,304.11,311.85,232.78,323.12,278.16,179.86,162.71,200.1,177.77,185.73,169.32,196.75,147.49,166.14,147.93,130.93
"Got2",1682.27,1622.59,1647.93,1622.4,1735.38,1850.71,1688.43,1544.52,1751.91,1748.54,1502.5,1331.36,129.09,134.84,170.05,138.81,164.34,178.22,201.65,204.3,165.26,142.34,134.74,158.91,187.48,233.22,296.17,248.65,157.16,136.19,211.77,194.3,204.14,198.65,163.17,183.65
"Gpc4",3147.38,2730.39,2831.55,2717.62,3043.84,3272.01,2945.3,2978.18,3473.04,3225.36,3391.31,3258.27,1892.09,1602.46,1653.36,1706.08,1333.81,1336.52,1198.97,1766.15,1503.15,1756.3,1512.77,1518.55,621.82,881.86,939.3,883.59,990.24,700.16,859.46,782.71,597.43,604.02,661.5,642.92
"Gpr65",67.86,49.19,47.34,59.6,33.73,65.77,61.24,52.85,111.35,35.52,67.38,37.89,26.33,51.41,55.19,36.52,14.13,41.36,34.62,59.79,61.87,53.03,42.26,33.41,105.34,40.28,36.41,41.36,7.34,44.57,30.53,37.39,28.87,30.32,43.85,33.1
"Gpx2",1.99,2.01,1.92,1.8,2.22,2.08,7,1.87,2.24,2.29,2.39,2.42,564.3,511.11,411.35,537.94,532.05,686.83,915.41,591.15,868.67,663.62,479.71,1067.78,319.56,512.38,511.14,394.31,409.22,451.77,516.02,519.77,1312.4,1152.55,844.43,1032.48
"Gpx3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,4.3,1,1.47,1,1
"Grb10",1.99,2.01,1.92,16.44,2.63,7.59,12.61,17.29,6.16,3.41,2.39,2.42,26.33,43.75,44.45,28.3,38.52,42.2,16.16,7.55,31.47,25.69,51.5,15.63,38.32,56.01,49.85,25.49,35.88,18.1,68.09,34.33,27.26,35.56,51.73,31.93
"Grem1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,369.87,501.74,400.6,570.82,457.93,1062.79,391.01,363.27,694.33,605.29,783.06,748.79,390.52,206.54,188.68,149.68,558.24,219.66,233,432.73,181.69,200.22,312.99,259.8
"Gsk3b",334.61,290.02,276,284.4,360.29,335.9,326.83,333.59,415.74,368.03,315.72,354.61,565.31,595.38,615.46,638.4,496.94,580.38,638.64,787.91,660.89,669.09,643.41,797.94,559.39,603.38,657.14,617.47,559.83,536.6,590.04,625.19,405.59,416.81,419.7,426.17
"Gusb",378.4,364.27,300.98,288,295.86,261.1,268.85,335.46,229.98,342.8,265.58,301.42,205.66,259.13,229.55,211.88,233.59,281.3,339.54,247.66,268.64,212.51,263.3,333.57,342.55,302.33,347.23,334.55,245.14,337.75,410.43,446.21,400.78,339.19,360.3,369.35
"Gzma",1.99,2.01,3.15,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,130.1,170.59,788.16,404.59,57.05,28.68,28.79,413.29,47.68,26.6,2.49,222.71,1,1,1,1,27.95,1.81,1,1,1,1,1,1
"Gzmb",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,10.07,6.46,14.24,21.62,113.86,52.96,1.45,1,1,11.99,1.06,1,1,25.04,1,1.28,3.27,1,1,1,1,1,1,1,4.42,1
"Gzmd",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,5.3,2.42,1.01,1.18,1.48,1,1.45,1,1,1.11,1.01,2,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Gzme",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"H2-Aa",1369.74,745.58,946.59,1541.47,717.94,566.55,603.64,880.1,899.18,922.99,793.3,666.5,4147.73,5106.37,7384.95,6041.62,3072.89,3619.33,2336.13,3282.41,4050.22,3028.5,4845.03,2592.66,16054.98,2564.35,4132.54,4332.79,1611.68,6678.48,2188.56,4041.01,1434.23,1676.44,4518.28,2923.47
"H2-Ab1",828.28,484.69,560.38,980.38,535.78,356.68,397.9,554.44,581.36,592.76,540.18,504.51,3453.61,3958.83,6152.03,5758.49,2347.21,2378.23,2478.88,2819.97,3273.84,2212.87,3182.14,2381.4,9622.69,1717.97,3049.61,2859.36,1155.91,3811.82,1504.42,2470.09,960.26,1188.21,2766.25,1730.77
"H2-D1",7118.7,6354.83,6864.72,7134.45,7446.81,6752.53,6790.72,6938.51,8370.1,8109.89,8795.08,7726.19,8938.05,7499.34,8270.8,8647.33,7190.9,4845.22,5659.24,8630.47,8981.18,8660.48,7666.76,10346.77,7785.45,8155.75,8414.07,7658.74,5622.53,6279.43,5404.65,6301.48,6284.09,5006.44,5944.4,6067.5
"H2-DMa",85.78,69.26,87.69,77.59,102.59,78.24,87.42,65.95,75.54,106.6,119.92,35.47,196.59,201.24,311.36,294.99,124.35,102.19,124.93,126.49,174.38,111.36,169.89,152.64,512.08,103.22,197.64,155.28,56.49,187.77,83.33,155.08,67.34,62.3,156.86,98.71
"H2-DMb1",117.63,89.33,64.64,115.35,47.06,63.7,68.72,86.54,80.02,90.55,112.75,16.13,276.18,327.23,639.42,624.7,180.92,183.29,183.19,186.52,278.78,190.64,320.64,248.86,1185.6,134.7,326.62,323.35,96.91,387.97,144.29,273.98,93.52,126.81,321.92,196.54
"H2-DMb2",8.14,2.01,10.84,20.04,4.85,9.67,7,4.19,30.78,5.7,14.85,2.42,130.1,175.7,369.2,28.3,51.2,11.79,3.54,17.55,215.94,22.05,281.79,15.63,2297.41,32.06,248.7,339.22,19.23,681.15,34.34,291.14,29.4,24.02,424.43,254.53
"H2-Eb1",368.45,175.63,216.43,446.26,195.9,138.5,151.01,208.19,288.17,221.26,239.31,149.11,1535.46,1697.8,2500.37,2086.93,1115.32,1293.44,1494.18,1630.53,1565.99,1058.22,1588.61,1419.19,4226.63,773.07,1491.06,1334.58,560.62,1925.14,790.33,1548.86,482,524.83,1293.87,853.23
"H2-K1",18853.51,17025.45,17657.61,18692.68,19842.68,17576.44,16566.99,17924.88,20458.3,19853.39,18231.97,16657.19,14369.1,10508.65,13426.43,12074.11,10737.34,6365.96,8257.92,13601.69,11739.08,12431.54,9805.95,11921.85,10165.44,9500.92,10776.08,10415.11,6726.71,6844.08,6166.09,6664.33,3978.86,3246,4945.12,5045.85
"H2-M3",36.01,19.09,49.27,21.84,13.73,17.98,50.02,36,39.73,42.39,69.77,33.06,44.47,65.03,71.72,63.01,42.42,53.19,43.36,32,59.85,35.72,63.53,45.96,261.73,78.59,95.53,88.98,34.29,92.75,59.38,85.82,31,36.61,90.11,56.53
"H2-Ob",10.13,2.01,1.92,3.85,2.22,3.44,3.26,1.87,2.24,2.29,22.01,2.42,96.85,168.89,367.55,30.13,67.78,47.27,23.93,11.99,196.68,38.45,352.08,33.41,2217.24,44.38,305.13,380.31,11.31,813.49,43.6,395.95,25.66,21.4,421.27,257.46
"H2-Pa",36.01,47.18,22.36,32.63,51.5,55.38,51.89,41.62,35.26,46.98,62.61,23.39,18.27,3.74,12.22,9.12,4.38,1,13.25,10.88,16.26,10.2,6.19,16.67,6.78,1,3.27,2.15,1,1,4.95,4.91,5.89,2.52,1,4.98
"H2-Q1",14.11,2.01,1.92,16.44,20.4,11.75,1.87,17.29,17.35,12.58,22.01,8.88,478.67,319.57,449.36,291.34,39.49,43.89,301.67,685.64,328.44,324.61,79.25,283.37,48.83,103.91,99.11,96.45,43.81,30.32,27.27,23.3,33.14,7.24,15.46,29
"H2-Q10",30224.04,29080.82,29818.59,28278.07,32516.24,30871,30364.48,28211.25,32649.46,31083.21,29894.37,27442.56,81.74,57.37,81.63,53.88,182.87,119.08,117.16,116.49,101.4,73.08,156.94,154.73,27.81,79.28,72.24,70.31,129.41,42.53,46.32,43.52,63.6,64.93,51.21,75.86
"H2-Q2",24.07,21.1,18.52,34.43,22.62,26.29,31.31,28.52,35.26,14.88,31.56,2.42,2999.26,2235.82,3082.95,1867.73,678.36,602.34,2641.06,5752.46,2581.58,2626.61,1016.13,2444.15,526.54,1026.23,907.95,889.19,541.6,586.14,564.46,679.74,305.13,204.94,291.96,350.61
"H2-T23",5136.03,4673.06,4964.38,4936.83,5327.52,5312.53,5012.03,5167.97,5702.23,6183.6,5686.06,4527.57,5526.9,4415.97,5090.17,5173.05,3610.32,2880.92,4433.71,6816.29,4871.21,5179.23,4156.94,6002.21,3595.82,3176.72,3872.78,3886.47,2493.91,2531.18,2391.58,2825.58,1323.62,964.29,1836.88,1425.56
"Hadh",4632.39,4705.17,4522.45,4395.51,5005.4,4119.8,4175.99,3751.15,4777.88,5025.53,3854.56,3396.08,7904.43,5913.39,7260.17,5767.62,4292.1,4160.04,5985.54,9486.43,5516.84,5751.54,4508.38,5365.27,2352.6,3966.99,3460.75,3684.78,3346.81,3054.43,3033.27,3386.41,1852.64,1575.75,1974.08,1776.46
"Hadha",6875.84,6617.73,6868.56,6274.82,6038.39,6050.2,6199.69,5471.17,7508.41,7279.75,5504.58,5272.22,4671.59,3870.3,4615.01,4081.63,4563.25,3999.52,2862.47,4357.36,3745.14,3415.82,4566.65,3482.7,3439.44,5349.1,4945.85,4763.24,3713.02,3754.13,4322.65,4053.88,3158.62,2797.63,3175.74,3342.32
"Havcr1",4.16,2.01,1.92,5.65,18.18,17.98,35.05,6.06,21.83,26.34,7.69,2.42,8.2,6.29,3.95,2.73,3.4,1,2.57,5.32,3.09,12.93,4.34,10.4,55.4,1,1,1,1,5.89,1,1,1,1,1,1
"Hc",7524.79,6864.58,7177.92,5898.96,6333.85,7340.59,7832.5,6792.52,7145.83,7754.44,10244.52,8553.04,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
"Hcar2",4.16,2.01,10.84,1.8,7.07,9.67,1.87,1.87,17.35,2.29,2.39,2.42,18.27,24.17,17.18,1.82,8.28,9.25,6.45,5.32,18.29,10.2,32.08,2.03,21.89,60.8,24.77,17.09,12.1,1.81,13.12,9.2,10.7,18.78,21.24,9.67
"Hcfc1",322.66,269.95,300.98,307.78,315.86,315.12,347.4,391.61,346.36,331.34,260.8,357.03,488.74,502.59,446.05,505.06,497.92,566.86,445.39,590.04,425.74,409.36,510.23,594,609.99,480.91,598.92,572.66,459.16,464.66,599.84,685.25,495.36,550.01,474.36,428.52
"Hck",99.71,51.2,56.95,61.4,78.16,74.09,108,77.18,109.12,74.5,107.98,129.76,253.01,172.29,273.35,189.96,156.54,168.93,136.58,326.58,199.72,187,179.13,116.03,254.5,58.07,109.86,103.92,92.16,150.44,57.2,92.56,59.33,81.18,127.43,86.99
"Hdac4",73.83,61.23,60.79,72.19,93.71,69.93,87.42,52.85,86.73,99.72,79.32,62.07,153.27,170.59,146.91,144.29,136.05,146.96,196.79,252.1,147.01,184.26,151.39,205.98,138.2,199.01,179.73,135.67,103.26,115.83,118.7,182.04,95.66,106.88,78.54,92.26
"Hdc",4.16,2.01,1.92,1.8,2.63,3.44,23.83,1.87,3.92,5.7,5.3,16.13,1.15,12.25,1,2.73,1.45,1,1.6,1.11,1.01,1.09,6.19,1.05,1,4.01,1,1,1,1,1.69,1,4.82,1.47,12.31,1
"Hif1a",1236.37,1144.95,1230.97,1187.19,1202.23,1189.93,1144.16,1162.72,1425.14,1328.88,1213.56,1137.95,853.43,1116.37,1544.28,1194.62,564.24,716.4,822.18,1638.31,1058.2,1097.41,851.5,1330.29,1654.77,1444.97,1073.65,1323.38,979.94,1446.01,1067.37,1202.56,2644.03,2162.04,2038.73,2324.78
"Hif3a",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,10.55,1,7.3,7.31,16.01,4.51,1.11,4.1,3.82,8.04,8.31,15.32,19.75,16.7,9.62,23.99,13.35,15.84,7.36,10.16,3.05,13.88,8.49
"Hikeshi",153.46,127.46,149.18,140.53,129.25,155.12,165.98,167.02,131.5,127.24,143.79,112.84,155.28,174.85,124.6,124.2,130.2,179.07,236.6,222.09,147.01,171.5,136.59,225.85,142.8,150.43,177.93,142.21,145.27,124.65,117.62,167.95,124.52,143.59,116.39,113.94
"Hkdc1",45.96,71.27,70.4,63.2,69.27,40.84,66.85,43.49,44.21,72.21,74.55,33.06,1189.91,877.16,1213.74,941.63,1120.2,943.67,1184.4,1961.79,949.75,940.66,1018.9,1387.82,201.28,368.7,362.45,307.48,716.77,478.23,482.28,557.15,132.53,91.15,94.84,185.99
"Hmgcs2",1809.67,1783.14,1818.94,2025.24,1399.94,1750.97,1574.34,1417.25,2255.49,2493.83,1590.85,1195.97,9.21,15.66,7.26,17.34,7.31,1,3.54,4.21,12.21,15.67,45.03,16.67,585.68,1083.7,813.9,998.44,161.12,280.06,381.04,453.57,95.13,96.39,161.6,132.68
"Hmox1",308.73,245.87,264.47,298.79,169.24,225.77,250.14,292.42,254.6,361.15,258.41,364.28,12.23,13.95,15.52,16.43,19.99,13.48,4.51,1.11,11.2,18.4,43.18,7.26,57.37,53.28,55.22,26.42,26.37,66.97,80.06,61.91,71.62,65.45,76.44,67.66
"Hsbp1",312.71,340.19,354.78,358.14,280.31,340.06,306.25,333.59,292.64,354.27,427.95,318.35,361.81,385.12,362.59,379.02,281.38,285.52,311.38,442.19,339.59,394.78,324.34,355.54,277.5,331.07,295.27,292.54,247.52,261.06,265.11,353.05,176.88,187.11,200.49,205.32
"Hsd11b1",17481.96,18867.77,17651.85,19356.28,22352.96,19286.57,17979.09,16569.83,22501.72,22655.68,14198.85,15085.68,86.78,105.04,95.68,98.63,108.74,106.41,55.01,88.7,64.92,66.7,131.97,40.73,142.14,153.17,139.42,81.51,124.66,62.21,130.68,110.94,75.89,96.92,66.98,83.48
"Hsd17b4",3252.88,3175.92,3256.2,2969.39,2919.43,2952.01,2616.12,2493.43,2978.41,3186.38,2507.79,2199.32,1434.72,1244.92,1422.81,1261.29,971.95,956.34,900.84,1696.11,1104.83,1085.56,1083.64,1041.63,545.6,846.97,787.92,860.24,714.39,622.79,669.51,663.8,294.98,255.29,345.58,358.81
"Hsp90aa1",4710.03,7163.61,4973.99,4616.71,6073.94,4799.28,6753.31,6247.89,3708.05,3704.64,5982.16,4679.88,1992.84,4932.71,4853.83,5215.97,2512.05,4750.59,3597.59,3939.39,4093.81,4936.81,3936.82,3083.18,5274.7,7037.06,3359.53,4273.03,4556.41,4367.64,4804.33,4174.63,5793.55,10685.8,4781.63,5964.4
"Hsp90ab1",4244.22,4729.25,4303.4,4255.24,4936.54,4265.26,4817.51,4374.4,4381.73,4183.92,4998.35,3296.96,3160.45,3585.96,3206.9,3635.93,3703.95,3377.7,2563.37,2398.67,2931.26,3622.69,3330.11,1254.99,3407.24,4020.35,3458.95,3005.96,3609.97,3042.22,3057.76,2455.99,3791.3,5093.49,3491.14,3570.79
"Hspg2",113.65,67.25,66.56,108.16,69.27,65.77,59.37,105.25,77.78,106.6,88.87,66.9,77.71,102.49,94.03,112.33,114.6,248.35,324,318.8,175.39,151.46,183.76,307.43,172.37,164.8,375.89,219.71,125.45,113.11,457.24,497.7,103.14,135.72,132.16,143.82
"Htra2",139.52,125.45,120.36,117.15,98.15,92.79,121.09,110.87,142.69,97.43,150.96,95.92,157.3,156.12,128.73,169.87,142.88,178.22,194.85,173.18,219.99,155.1,168.96,180.88,266.99,208.59,241.53,239.31,156.36,203.38,161.16,207.17,172.61,158.27,154.24,182.48
"Hvcn1",51.94,41.16,39.66,48.81,47.06,36.68,55.63,49.11,102.4,44.69,69.77,54.82,68.65,106.74,174.18,41.09,43.39,23.62,32.67,57.57,86.2,22.96,142.14,36.55,830.12,25.91,119.71,147.81,16.86,277.35,40.33,158.75,26.73,20.35,150.56,79.38
"Icam1",32.03,27.12,20.44,39.82,15.96,3.44,70.59,36,48.69,44.69,31.56,105.59,26.33,27.57,50.23,27.39,23.89,26.15,13.25,1.11,45.66,28.43,46.88,7.26,144.11,27.28,46.26,34.83,12.89,64.25,35.43,15.94,36.35,27.17,53.83,30.75
"Icos",18.1,2.01,1.92,16.44,2.63,7.59,18.22,1.87,2.24,21.76,5.3,2.42,12.23,17.36,23.79,2.73,11.21,8.41,3.54,1.11,4.1,2.91,8.04,3.08,81.03,12.22,26.56,18.02,8.14,31.67,14.75,25.75,5.35,11.96,20.72,20.21
"Ifi27",1067.16,1171.04,1542.25,1005.55,1200.01,1108.89,1063.74,1239.45,1409.48,1012.42,1278.04,951.78,619.71,602.19,719.58,579.04,715.42,693.59,512.4,766.79,619.33,515.07,818.21,701.72,560.71,521.28,635.65,472.75,513.85,319.43,353.28,374.5,171.01,172.43,280.92,207.08
"Ifi35",826.29,795.75,873.58,804.14,831.24,799.28,895.41,883.84,659.7,732.65,767.03,852.66,2180.22,1547.98,1918.62,1640.32,1098.74,781.45,950.37,1287.03,1589.31,1693.41,1132.66,1441.15,623.79,661.54,727.01,576.39,683.48,407.65,401.72,366.53,351.09,355.97,412.34,369.35
"Ifng",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1.09,1,1.05,2.84,1,1,1,4.17,1,1.69,1.84,1,1,2.85,1
"Ifngr1",418.21,356.25,410.5,388.71,306.97,321.36,401.64,451.5,500.79,393.26,456.61,398.13,2980.12,3151.81,2578.05,3024.91,4193.59,3502.74,2670.19,3031.18,2989.03,3509.68,3913.7,3943.93,2620.04,3158.93,2766.56,3002.22,3445.1,2626.2,2675.69,3033.98,3513.43,2431.06,2474.51,2860.2
"Igf1",1037.3,914.16,1058.04,782.55,988.96,1034.09,1084.31,883.84,964.09,1152.31,1208.79,794.63,9.21,6.29,5.61,10.04,19.99,7.56,15.19,10.88,10.18,30.25,33.01,15.63,26.49,26.59,17.6,16.15,17.65,16.07,43.6,25.14,19.25,23.5,25.97,29.58
"Igf1r",83.79,73.27,106.91,124.35,69.27,107.33,122.96,64.08,147.16,131.83,124.69,117.68,269.12,343.4,243.6,367.15,260.9,451.11,496.86,345.48,354.79,336.45,385.38,426.66,434.55,368.7,610.57,484.89,303.01,207.45,318.45,344.47,176.88,186.07,203.12,193.02
"Ihh",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.91,2.42,128.08,94.83,65.1,88.58,81.43,81.91,117.16,85.36,74.04,106.8,94.05,103.48,107.31,189.43,194.06,222.51,67.59,96.83,110.54,91.94,75.36,88,64.87,89.92
"Ikbkb",585.43,587.04,602.65,599.12,662.41,689.15,536.3,578.77,554.51,537.73,616.59,625.39,328.56,389.37,367.55,432.9,372.09,451.11,360.91,328.81,393.31,429.41,513.01,441.3,726.95,449.44,413.51,424.19,387.82,370.33,351.65,397.79,261.85,260.01,321.92,301.98
"Il10",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1.14,1,1,1,1,1,1
"Il10ra",2.17,2.01,1.92,11.05,2.63,5.51,1.87,15.42,12.88,8,122.3,30.64,14.24,40.34,45.27,12.78,25.84,26.99,53.07,38.67,36.54,27.52,32.08,44.91,159.22,36.17,50.74,72.18,8.93,75.79,30.53,64.36,19.78,31.89,62.25,45.99
"Il11",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,1,1,1,1,1,1,1.11,1.01,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1
